sed_name;sed_rigidness;sed_classthreshold;sed_clothresolution;sed_steepslope;sed_kappa;wat_name;wat_rigidness;wat_classthreshold;wat_clothresolution;wat_steepslope;wat_kappa;n_obs;comp_time_sec;rasterresolution;wat_xmin;wat_xmax;wat_ymin;wat_ymax;sed_xmin;sed_xmax;sed_ymin;sed_ymax;year;perspective;dataset_id;output_path
SED490_rig2_ct0.31_clr3.5;2;0.31;3.5;TRUE;0.000672104767315935;WAT490_rig3_ct2.6363_clr14.93;3;2.63628606;14.92997548;FALSE;0.65454943843999;1224300;21.1711790561676;0.400392864;2575025.40542141;2575445.81792861;1178406.64825286;1178876.30908234;2575025.40542141;2575445.81792861;1178406.64825286;1178873.50633229;2020;uav;2;C:/Daten/math_gubelyve/uav_data/2020/wholeset/output/2023-03-29-13-36-2020-uav-wholeset-2
SED331_rig2_ct0.7799_clr3.768;2;0.779947714903392;3.76797277070582;TRUE;0.0107015984639392;WAT331_rig3_ct2.6363_clr14.93;3;2.63628606;14.92997548;FALSE;0.65454943843999;1231650;18.9584510326385;0.400392864;2575025.40542141;2575445.81792861;1178406.64825286;1178876.30908234;2575025.40542141;2575445.81792861;1178406.64825286;1178876.30908234;2020;uav;2;C:/Daten/math_gubelyve/uav_data/2020/wholeset/output/2023-03-29-13-36-2020-uav-wholeset-2
